,Institution,Country,Artificial Intelligence,Telecommunication Engineering,Medical Science,Disease Analysis,Biomedical Research,Environmental Science,Pharmaceutical Science,Chemical Science,Energy and Power Systems,Social and Business Studies,Keywords,Cluster Keywords,Cluster,Subject Area
1420,Queen Mary Hospital Hong Kong,Belgium,0.8058786535973002,0.0100001150124853,0.010000148466208,0.0100000002783372,0.010000000299301,0.0100000930650143,0.0100003360548322,0.1141193366128527,0.0100005019334002,0.0100008146802686,"['Conduct', 'Education', 'Ethics', 'Medical physics', 'Research']",learning network data model neural,3,Artificial Intelligence
1421,Queen Savang Vadhana Memorial Hospital,Thailand,0.0090909091017377,0.0090913233190109,0.0090925349409088,0.0090919620381029,0.0090922701833705,0.9181711883092684,0.0090930616174068,0.0090918903563246,0.0090930518560734,0.0090918082777957,['Not Available'],control species activity antioxidant thailand,6,Environmental Science
1422,Queen Sirikit National Institute of Child Health,Thailand,0.012502002268857,0.0125025713116254,0.0125017995629949,0.0125026443719982,0.0125021207813091,0.8874767744370105,0.012505874128594,0.0125000000121907,0.0125051156941405,0.0125010974312792,"['Decrease in mortality', 'multicenter', 'pediatric', 'septic shock', 'severe sepsis', 'surviving sepsis campaign care bundles']",control species activity antioxidant thailand,6,Environmental Science
1423,Queens University,Canada,0.9560514806765364,0.0020003231651355,0.0020000923490489,0.0020004383450999,0.0020000789735766,0.0020001757214741,0.0020001318649812,0.0020000742750671,0.0279471027683184,0.0020001018607614,"['Multilevel inverters', 'Modulation Index', 'Dc-link Capacitor', 'Electric Vehicles', 'Neutral Point Clamped', 'Space vehicles', 'Electric vehicles', 'Total Harmonic Distortion', 'Power quality', 'Low-speed Range', 'Support vector machines', 'Dcdc Converter', 'PMSM', 'Multilevel Inverters', 'Large Vectors', 'Small Vectors', 'Modulation Technique', 'Modulation', 'Voltage Difference', 'Conduction Loss', 'Space Vector Modulation', 'Inverter Topology', 'Switching Frequency', 'SVM', 'Three-level T-NPC inverter', 'Inverters', 'Dc-link Voltage']",learning network data model neural,3,Artificial Intelligence
1424,Queensland University of Technology,Thailand,0.014291426639079,0.1571394415599267,0.7285495217511656,0.0142903046100206,0.0142902442824354,0.0142897190983824,0.0142871020272642,0.0142863070542678,0.0142878830638038,0.014288049913654,"['self-efficacy', 'self-management', 'type 2 diabetes']",cancer health stress cell thailand,0,Medical Science
1425,Qufu Normal University,China,0.0013516083947661,0.001351703369051,0.0013513995942047,0.8170938064844029,0.001351403120994,0.0013514494699704,0.0013514282259822,0.0013515099960701,0.1720942392559655,0.0013514520885925,"['Antenna Ports', 'Gain measurement', 'Vertical Polarization', 'Symmetric Structure', 'Yoz Plane', 'Radiation Gain', 'wideband antenna', 'Dipole antennas', 'Beamwidth', 'Antenna Array', 'Wide Band', 'Radiation Pattern', 'Port Isolation', 'Wireless Communication Systems', 'Entire Band', 'Surface Current', 'Prototypes', 'Wireless communication', 'Array Configuration', 'Prototype', 'Frequency Band', 'Wideband Dual-polarized Antenna', 'Wide Bandwidth', 'Antenna Design', 'Patch Antenna', 'Impedance', 'Wireless Communication Applications', 'Broadband antennas', 'Impedance Bandwidth', 'Array Pattern', 'High Port Isolation', 'antenna decoupling', 'Array Elements', 'Frequency Range', 'Horizontal Polarization', 'dual-polarized antenna', 'GHz Frequency Band', 'GHz Frequency', 'Antenna measurements']",covid 19 analysis optical acid,4,Disease Analysis
1429,RIKEN Center for Biosystems Dynamics Research,Thailand,0.0090912106171606,0.0090915504276269,0.0090924772646372,0.0090912524582512,0.0090923458192792,0.0090918538335726,0.0090919564651455,0.7771805915424721,0.009090931662377,0.1500858299094774,"['Axon', 'CAMSAP', 'Microtubule', 'Neuronal polarity', 'αTAT1']",carbon oil acid properties kidney,9,Chemical Science
1430,RIKEN Center for Sustainable Resource Science,Thailand,0.0200000000236106,0.0200000000742402,0.8199856625615327,0.0200002742350229,0.0200064930961374,0.0200009179209767,0.0200023852557773,0.0200020383582526,0.0200010073337232,0.0200012211407259,"['Alanine (PubChem CID: 5950)', 'Aspartate (PubChem CID: 5960)', 'Citrate (PubChem CID: 31348)', 'Cysteine (PubChem CID: 5862)', 'Durian', 'Durio zibethinus', 'Flavor', 'Glutamate (PubChem CID: 33032)', 'Glutathione', 'Glutathione (PubChem CID: 124886)', 'Leucine (PubChem CID: 6106)', 'Malate (PubChem CID: 525)', 'Metabolic profiling', 'Ophthalmate (PubChem CID: 7018721)', 'Sulfur-containing metabolites', 'γ-Glutamylcysteine', 'γ-Glutamylcysteine (PubChem CID: 123938)']",cancer health stress cell thailand,0,Medical Science
1431,RIKEN Cluster for Pioneering Research,United Kingdom,0.0076923077077898,0.0076930830516654,0.1586821625562741,0.1958889996411135,0.0076937035976828,0.0076951748288507,0.0076959762198502,0.5915718807226631,0.0076937572863567,0.0076929543877531,"['Cosmology: observations', 'Galaxies: evolution', 'Galaxies: formation', 'Galaxies: high-redshift', 'Submillimeter: galaxies']",carbon oil acid properties kidney,9,Chemical Science
1432,RMIT University,Thailand,0.0111117336869946,0.0111111111590617,0.0111151850418982,0.0111112017953945,0.0111127815521804,0.0111114510965977,0.011112752757422,0.0111114275249326,0.0111114134752456,0.8999909419102724,"['Hydrogen', 'Methyl orange', 'Photocatalysis', 'Silver', 'TiO2']",thailand social business based technology,1,Social and Business Studies
1434,RV College of Engineering,India,0.0125000000867764,0.0125000277416228,0.012500151066921,0.0125000002585114,0.0125036392692582,0.0125004689726362,0.0125000002692067,0.7289432485894067,0.1710507729104912,0.0125016908351689,"['False Peaks', 'Continuous Wavelet Transform', 'Baseline Drift', 'Wavelet Transform', 'QRS Peak Detection', 'Key Performance Metrics', 'Electrocardiogram Data', 'Stationary Wavelet Transform', 'Arrhythmia', 'Love Wave', 'Information technology', 'Positive Predictor', 'Spurious Peaks', 'Electrocardiography', 'QRS Complex', 'Myocardium', 'Identification Techniques', 'Singular Value Decomposition', 'electrocardiogram', 'Detection error rate', 'Least Mean Square', 'Median Filter', 'Sensitivity', 'Resilience', 'Electrocardiogram Signals', 'Adaptive Threshold', 'Signal Segments', 'Peak Detection', 'sensitivity', 'Baseline Wander', 'Peak Identification', 'Noise', 'Matlab', 'Sensitivity Rate', 'Deep Learning', 'Myocardial Infarction', 'positive predictivity', 'QRS Peaks', 'ST-segment Elevation', 'Dependability', 'Multimedia databases', 'Error analysis', 'Electrocardiogram Changes']",carbon oil acid properties kidney,9,Chemical Science
1435,RWTH Aachen University,Germany,0.2105682666581804,0.3661948468949576,0.0027028926555107,0.0027037587587058,0.0027033518415907,0.4043142175174621,0.0027029155033221,0.0027031588937732,0.0027032101408051,0.0027033811356919,"['Laser radar', 'Sensor Data', 'Sensing Data Sets', 'Types Of Sensors', 'Training Dataset', 'Smart cities', 'Computer Hardware', 'Vertical Pixel', 'Quality assessment', 'Infrastructure Sensors', 'Object Tracking', 'Real-time systems', 'Highest Resolution', 'Object Detection', 'Sensor Resolution', 'Use Of Cameras', 'Users In The Form', 'automated driving', 'Coordinate Transformation', 'Road Users', 'Automated Vehicles', 'Intersection Over Union', 'Sensor systems', 'Radar Sensor', 'Sensor Technology', 'Holistic Evaluation', 'Digital Twin', 'Smart roadside infrastructure sensors', 'Data integrity', 'Raw Sensor Data', 'digital twin', 'Docker Container', 'LiDAR Sensor', 'Robot Operating System', 'Number Of Objects', 'Digital Field', 'Quality Assessment', 'quality assessment', 'framework', 'Image Sensor', 'Camera Resolution', 'Roads']",control species activity antioxidant thailand,6,Environmental Science
1436,Radio Monitoring Center of Yunnan Province,China,0.9884608519409248,0.0012823777134818,0.0012820643598935,0.0012821101581072,0.0012820743484059,0.0012820883700992,0.0012820788298409,0.0012820894800678,0.0012821231397355,0.0012821416594428,"['Object detection', 'Target Monitoring', 'Human Targets', 'Simulation', 'Feed Antenna', 'Reconfigurable Intelligent Surface', 'Binary Code', 'Convolutional Neural Network', 'Software', 'Delay Spread', 'Base Station', 'Convolutional Neural Network Model', 'Field Strength', 'Radar Cross Section', 'Varactor', 'Detection Accuracy', 'Indoor Localization', 'Non-line-of-sight', 'Characteristics Of Data', 'Horn Antenna', 'Angular Spread', 'Received Signal Strength Indicator', 'Received Signal Strength', 'Programmable intelligent surface', 'Spreading Angle', 'WiFi Signals', 'Mobile Stations', 'Radiation Source', 'Location awareness', 'Feature extraction', 'Wireless', 'Delays', 'Target Location', 'Propagation Angle', 'Convolutional neural networks']",learning network data model neural,3,Artificial Intelligence
1437,Raffles Hospital,Sri Lanka,0.0142867306673491,0.0142870798223891,0.8714112331218152,0.0142860160958297,0.0142883654588691,0.0142868593855788,0.0142925348276628,0.0142863141788362,0.014286454499323,0.0142884119423465,['Not Available'],cancer health stress cell thailand,0,Medical Science
1438,Raipur,India,0.0142857143360485,0.0142859058716887,0.0142875026029333,0.4476998300515279,0.4380063215578158,0.0142863567898081,0.014287209060479,0.0142888173653648,0.0142857858263893,0.0142865565379442,"['Decision Tree Regression', 'Quality Of Life', 'Individual Health', 'Health Monitoring', 'proactive wellbeing', 'wearable technology', 'health monitoring', 'Integrated Health', 'Health Parameters', 'Mean square error methods', 'Proactive Management', 'IoT', 'Raspberry Pi', 'personalized health', 'remote monitoring', 'Predictive models', 'Mean Square Error', 'Real-time systems', 'Prediction algorithms', 'Measurement', 'ML Models', 'Temperature Sensor', 'Machine Learning Models', 'Learning Algorithms', 'Internet Of Things', 'Physical Fitness', 'ML', 'non-invasive', 'Wearable Devices', 'Advances In This Area', 'Blood Oxygen Level', 'Fitness Levels', 'Health Monitoring System', 'XGBoost regressor', 'Medical services', 'Body Temperature', 'fitness assessment', 'Sleep Problems', 'Developed Model', 'Fitness Score', 'Overall Quality Of Life', 'Pediatrics', 'Machine Learning', 'Oxygen Saturation', 'Accelerometer Sensor', 'Comprehension Scores', 'Non-invasive Technology']",covid 19 analysis optical acid,4,Disease Analysis
1439,Rajabhat University,Belgium,0.0166696654938326,0.0166685106864805,0.0166733432135277,0.246138812031676,0.2880295691528435,0.0166668176896703,0.0166666943128694,0.3491526076619859,0.0166670051143459,0.0166669746427678,"['Acemannan', 'Aloe vera', 'Bone repair', 'Histopathology', 'Microcomputed tomography']",carbon oil acid properties kidney,9,Chemical Science
1440,Rajalakshmi Engineering College,India,0.7604603434111085,0.0356014318235859,0.0311726184548341,0.0014085082237134,0.0014085426080758,0.0014087126416514,0.1643140806883193,0.0014085290555154,0.0014085505996656,0.0014086824935303,"['Engineering Education', 'Educational Domain', 'Real Teaching', 'Interactive Learning', 'Augmented Reality Applications', 'Kirchhoff’s Current Law', 'Smart Education', 'Augmented Reality', 'Learning Process', 'Interactive', 'Medium Of Instruction', 'Online Teaching', 'Digitization', '3-Dimensional Object', 'Computer science', 'Augmented reality', 'Sense Of Freedom', 'Traditional Teaching Methods', 'Learning Module', 'Education System', 'Social Media', 'Augmented Reality Technology', 'Mobile App', 'Educational technology', 'Teaching Methods', 'Psychology']",learning network data model neural,3,Artificial Intelligence
1441,Rajam,India,0.1124669342631231,0.0017242430514984,0.0017246381001093,0.0017244931248936,0.0017243062418271,0.093818402257469,0.0584808750063055,0.1144401922869253,0.6121713349609524,0.0017245807068957,"['Oil Palm', 'Deep Learning', 'Production', 'MapReduce', 'Three-dimensional displays', 'Soil Erosion', 'Soil', 'Temperature distribution', 'Crop Characteristics', 'Agriculture', 'Biodiversity Loss', 'Crucial Component', 'and Map Reduce', 'Sum Of Squares', 'Wind speed', 'Agricultural Sector', 'Learning Algorithms', 'Crops', 'Internet Of Things', 'Wide Area Network', 'Big Data Analysis', 'Precision Agriculture', 'K-Means Clustering', 'Key-value Pairs', 'Geographic Information System', 'Big Data Analytics', 'Weather', 'K-means', 'Supply Chain', 'Decision Support System', 'Plant Disease', 'Cloud Computing', 'Climatic Conditions', 'Machine Learning', 'Big Data', 'Crop Management', 'Crop Yield', 'Rainfall', 'Crop Production', 'Within-cluster Sum Of Squares', 'Visual Representation']",energy power voltage analysis electric,8,Energy and Power Systems
1442,Rajamangala University of Technology Isan,Thailand,0.0090932270373875,0.1204243245818142,0.0090927908575312,0.4976560474182628,0.009093129334426,0.0090915600448885,0.0090918716426177,0.3182703351765035,0.0090951099500797,0.0090916039564887,"['ab-initio calculation', 'Density functional theory', 'High pressure', 'II-VI ternary alloys', 'Phase stability']",covid 19 analysis optical acid,4,Disease Analysis
1443,Rajamangala University of Technology Krungthep,Thailand,0.0071441392623292,0.2283976386450525,0.0071439720708121,0.0071434848180836,0.2341624383878061,0.007144352338487,0.0071445289903321,0.0071436960707223,0.0071436102955762,0.4874321391207985,"['Biodiesel', 'Cavitation reactor', 'Homogenizer reactor', 'Ultrasonic reactor', 'Yield efficiency']",thailand social business based technology,1,Social and Business Studies
1444,Rajamangala University of Technology Srivijaya,Thailand,0.012502435205445,0.0125005346754936,0.0125076383947828,0.0125021272324045,0.0125047351555389,0.0125060752509233,0.0125004154071825,0.0125034837023325,0.0125009809165206,0.8874715740593757,['Not Available'],thailand social business based technology,1,Social and Business Studies
1445,Rajamangala University of Technology Suvarnabhumi,Thailand,0.0100008189527011,0.4369726598105568,0.0100009879284326,0.0100030213789636,0.0100012698395868,0.0100007076936346,0.3562548198810417,0.1367587102848367,0.0100031657100528,0.0100038385201929,"['carrier-based modulation', 'Matrix converters', 'overmodulation']",cells frequency antenna communication array,7,Telecommunication Engineering
1448,Rajavithi Hospital,Thailand,0.0058826318486686,0.1655585599996198,0.0058827751687613,0.005882933946334,0.0058828593300783,0.0058832516679104,0.0058840965204454,0.260659975695121,0.0058826614604729,0.532600254362588,"['Cytogenetic risks', 'Induction treatment', 'Performance status', 'Senility', 'Thailand']",thailand social business based technology,1,Social and Business Studies
1449,Rajshahi University,Thailand,0.0076933151592902,0.9307555037629196,0.0076937600814636,0.0076943431846129,0.007693308596139,0.0076924069916797,0.0076925946248883,0.0076938626316026,0.0076979304647904,0.0076929745026131,"['Overweight', 'Prevalence', 'Social-demographic factors and women', 'Underweight']",cells frequency antenna communication array,7,Telecommunication Engineering
1450,Rajviti Hospital,Thailand,0.0066681671587714,0.0066669449792491,0.2818065778346085,0.0066697152101814,0.0066681226512699,0.6648477826657504,0.0066697001387059,0.0066672847228353,0.0066680421956576,0.0066676624429703,"['Endoscopist', 'Thai Association of Gastrointestinal Endoscopy', 'Thailand Siriraj']",control species activity antioxidant thailand,6,Environmental Science
